City,Start Time,End Time,Weather,Rain (%),Min Temp,Max Temp,Comfort
臺南市,2025-05-17 00:00:00,2025-05-17 06:00:00,晴時多雲,10,27,28,舒適至悶熱
臺南市,2025-05-17 06:00:00,2025-05-17 18:00:00,晴時多雲,10,27,32,舒適至悶熱
臺南市,2025-05-17 18:00:00,2025-05-18 06:00:00,晴時多雲,20,28,31,悶熱
